order_item_id,order_id,product_id,quantity,price_at_purchase
2297,5888,1520,2,352.32
2298,8896,1656,2,374.72
2299,10428,1109,2,495.92
2300,1265,1527,2,380.22
2301,8084,1896,2,565.25
2302,2044,832,2,445.92
2303,11749,1046,2,263
2304,164,1847,2,938.81
2305,11900,1082,2,961.41
2306,11554,350,2,719.21
2307,6272,423,2,349.63
2308,2716,525,2,635.65
2309,4512,1129,2,472.58
2310,12184,904,2,592.75
2311,1355,801,2,753.44
2312,2612,597,2,379.97
2313,11147,435,2,550.82
2314,677,460,2,697.02
2315,3840,533,2,350.79
2316,1001,1029,2,838.05
2317,4275,997,2,785.15
2318,13059,1676,2,686.64
2319,5942,1302,2,311.77
2320,12470,1653,2,315.36
2321,2674,1895,2,618.33
2322,9223,1272,2,280.57
2323,3664,287,2,404.77
2324,11373,1760,2,362.64
2325,4945,1416,2,766.52
2326,1775,103,2,565.65
2327,8336,162,2,225.74
2328,4491,339,2,485.65
2329,6637,487,2,360.67
2330,9295,1539,2,912.87
2331,2502,1072,2,326.94
2332,13497,940,2,444.96
2333,13536,939,2,716.31
2334,4117,1818,2,589.51
2335,4717,883,2,875.13
2336,2845,1455,2,774.55
2337,12869,950,2,417.47
2338,14108,424,2,437.83
2339,2127,212,2,755.53
2340,7738,1644,2,926.21
2341,13570,1209,2,226.46
2342,5345,1130,2,386.61
2343,9404,1499,2,344.75
2344,6315,636,2,264.73
2345,7598,1177,2,818.01
2346,2173,1284,2,401.22
2347,14527,587,2,243.2
2348,14454,1853,2,357.11
2349,14338,1465,2,515.84
2350,2941,1196,2,313.06
2351,4910,1679,2,437.76
2352,2188,320,2,819.39
2353,2927,100,2,511.57
2354,8628,1948,2,451.03
2355,14565,140,2,350.07
2356,10503,1689,2,678.06
2357,8821,1538,2,167.06
2358,9148,1903,2,329.58
2359,5551,1784,2,342.03
2360,5542,1392,2,437.63
2361,13035,1069,2,455.34
2362,4923,50,2,500.1
2363,13946,1079,2,859.77
2364,7980,121,2,576.49
2365,10244,57,2,793.96
2366,9412,1668,2,878.53
2367,11244,12,2,271.79
2368,14635,441,2,348.74
2369,11903,1729,2,306.68
2370,4206,1410,2,903.28
2371,11207,472,2,425.29
2372,6561,148,2,305.02
2373,10719,1646,2,379.83
2374,5072,776,2,244.65
2375,12685,1634,2,893.34
2376,2350,1449,2,258.02
2377,5236,1488,2,651.94
2378,3731,1073,2,354.63
2379,10900,187,2,429.02
2380,10325,889,2,859.75
2381,5494,1249,2,463.52
2382,6926,1988,2,605.15
2383,6329,530,2,275.56
2384,13393,422,2,341.15
2385,14816,1625,2,652.86
2386,8556,1864,2,505.42
2387,6612,513,2,364.37
2388,4969,1837,2,726.5
2389,5328,455,2,930.97
2390,9040,1848,2,483.88
2391,9885,1873,2,344.73
2392,6302,172,2,851.4
2393,8632,1671,2,325.03
2394,229,7,2,379.74
2395,14209,60,2,688.56
2396,4387,877,2,398.21
2397,12534,1586,2,562.22
2398,11444,806,2,655.48
2399,13335,731,2,963.96
2400,12320,375,2,382.76
2401,4600,751,2,563.32
2402,3893,1902,2,306.14
2403,3799,1244,2,601.87
2404,636,963,2,394.36
2405,3177,298,2,337.14
2406,8557,1523,2,684.74
2407,9661,142,2,328.03
2408,12373,531,2,316.29
2409,1070,1923,2,520.85
2410,11026,1652,2,596.28
2411,1597,1501,2,380.41
2412,3911,1243,2,695.79
2413,8349,1274,2,267.39
2414,6239,140,2,727.98
2415,11150,492,2,617.46
2416,14508,445,2,446.94
2417,153,1069,2,444.3
2418,1079,1191,2,372.67
2419,4606,775,2,878.35
2420,3079,176,2,980.41
2421,2051,1838,2,441.93
2422,6353,1336,2,643.39
2423,9007,803,2,359.97
2424,2769,1831,2,373.12
2425,9713,918,2,273.69
2426,951,1993,2,296.61
2427,2103,1040,2,627.02
2428,9194,1037,2,277.97
2429,8592,1794,2,971.08
2430,3233,1249,2,419.1
2431,14386,648,2,791.62
2432,6810,252,2,643.3
2433,10778,397,2,436.76
2434,81,338,2,353.83
2435,595,22,2,500.47
2436,11655,932,2,224.5
2437,10777,1320,2,908.08
2438,10887,1199,2,613.29
2439,7266,261,2,844.8
2440,1521,1419,2,456.53
2441,8372,1233,2,477.22
2442,7686,1682,2,823.28
2443,2653,668,2,444.48
2444,2521,552,2,349.99
2445,8716,1293,2,362.92
2446,1443,1114,2,768.97
2447,13841,1710,2,266.87
2448,9660,682,2,534.51
2449,79,1284,2,278.55
2450,14663,779,2,334.38
2451,8817,24,2,767.58
2452,1993,993,2,219.52
2453,13132,1355,2,569.9
2454,8514,849,2,289.8
2455,10561,366,2,270.57
2456,13037,3,2,274.79
2457,14380,1128,2,967.02
2458,11631,1457,2,764.53
2459,10559,1885,2,629.19
2460,9306,231,2,727.73
2461,5695,1767,2,508.04
2462,1591,309,2,572.85
2463,8285,319,2,390.6
2464,2503,1225,2,210.91
2465,587,635,2,757.4
2466,1258,1623,2,906.31
2467,8518,123,2,532.55
2468,1546,549,2,489.43
2469,9225,525,2,404.99
2470,447,461,2,822.68
2471,5852,1908,2,235.18
2472,13021,319,2,898.28
2473,14213,86,2,788.4
2474,3603,1322,2,876.03
2475,3276,1555,2,860.97
2476,5911,1817,2,433.76
2477,9934,1215,2,961.53
2478,4297,698,2,835.49
2479,9827,381,2,281.54
2480,9712,179,2,906.86
2481,3200,1069,2,579.99
2482,182,153,2,271.26
2483,532,1820,2,285.67
2484,6509,1015,2,283.57
2485,14579,1857,2,676.52
2486,14658,1056,2,601.27
2487,6332,522,2,396.78
2488,11138,718,2,358.09
2489,6399,1054,2,456.76
2490,7573,631,2,742.12
2491,3046,587,2,198.56
2492,9250,221,2,232.5
2493,945,1108,2,806.69
2494,5774,1161,2,701.78
2495,482,1391,2,580.6
2496,7153,1355,2,703.12
2497,2681,359,2,385.81
2498,9304,1676,2,676.63
2499,1756,1807,2,828.31
2500,6833,1402,2,500.41
2501,5046,1133,2,472.53
2502,9711,966,2,536.48
2503,208,865,2,545.36
2504,1346,685,2,711.18
2505,12865,1958,2,658.66
2506,7628,870,2,740.46
2507,6428,424,2,366.65
2508,12779,1377,2,424.89
2509,10583,1967,2,248.36
2510,5816,1628,2,417.43
2511,14459,208,2,229.18
2512,6148,1008,2,453.78
2513,3064,1833,2,948.83
2514,12345,1579,2,623.28
2515,1238,1796,2,521.53
2516,13829,1622,2,290.77
2517,4685,1574,2,691.07
2518,7948,1075,2,440.43
2519,9020,990,2,294.85
2520,4083,937,2,394.04
2521,10044,1405,2,716.61
2522,6095,1669,2,698.62
2523,7315,486,2,771
2524,2679,1007,2,794.44
2525,13395,1428,2,989.18
2526,6184,220,2,475.36
2527,9271,1903,2,329.58
2528,4515,45,2,414.05
2529,5131,141,2,660.44
2530,2677,1445,2,998.77
2531,3888,1899,2,311.79
2532,3272,563,2,309.77
2533,3789,1007,2,828.74
2534,4697,448,2,680.88
2535,14921,1714,2,382.11
2536,12862,995,2,494.64
2537,14524,1344,2,755.04
2538,6741,491,2,855.2
2539,10003,745,2,486.5
2540,3206,1306,2,273.36
2541,10262,1840,2,813.72
2542,9351,280,2,487.51
2543,5265,559,2,626.77
2544,8381,1059,2,315.3
2545,9256,1837,2,963.58
2546,10157,193,2,239.37
2547,13725,525,2,284.48
2548,9309,1887,2,317.55
2549,6289,1972,2,661.79
2550,13348,216,2,692.01
2551,4726,1768,2,681.03
2552,13584,1850,2,542.98
2553,8282,775,2,409.34
2554,12703,1327,2,536.77
2555,1633,1060,2,370.47
2556,12619,977,2,328.19
2557,11414,414,2,387.46
2558,14130,370,2,274.63
2559,3038,1020,2,603.17
2560,6380,852,2,833.28
2561,5402,317,2,375.76
2562,3821,1703,2,287.38
2563,10896,1138,2,386.91
2564,996,1368,2,252.62
2565,2423,1866,2,502.78
2566,1934,83,2,237.63
2567,11883,1244,2,968.21
2568,6109,1463,2,314.12
2569,10972,1235,2,192.91
2570,9554,1380,2,873.97
2571,7298,760,2,519.86
2572,2644,1453,2,545.69
2573,493,1975,2,566.86
2574,8636,118,2,921.95
2575,12584,1023,2,185.08
2576,6146,590,2,722.2
2577,6742,792,2,825.74
2578,13473,558,2,291.75
2579,12406,1980,2,934.46
2580,1771,496,2,760.89
2581,7474,643,2,384.34
2582,13149,1191,2,932.28
2583,8173,330,2,986.59
2584,8774,82,2,442.69
2585,9191,1053,2,333.62
2586,4574,613,2,652.75
2587,9690,1056,2,448.72
2588,809,307,2,918.13
2589,14355,211,2,729.75
2590,5245,1332,2,292.9
2591,3963,1817,2,300.92
2592,12761,1773,2,671.91
2593,8339,683,2,468.7
2594,14492,1334,2,950.1
2595,3604,1379,2,673.27
2596,651,5,2,334.57
2597,6669,1982,2,492.4
2598,13653,1398,2,282.86
2599,9743,933,2,980.78
2600,14955,797,2,429.06
2601,14152,1547,2,376.16
2602,855,1778,2,409.59
2603,941,891,2,947.88
2604,2787,214,2,404.37
2605,4101,782,2,396.92
2606,9344,726,2,412.85
2607,6664,1712,2,627.6
2608,13512,1076,2,313.35
2609,10918,1884,2,308.62
2610,12304,679,2,927.83
2611,2980,881,2,495.82
2612,669,1342,2,909.03
2613,7161,369,2,637.9
2614,11675,179,2,620.02
2615,1820,1529,2,820.38
2616,2370,386,2,400.28
2617,1330,1679,2,390.03
2618,1523,1645,2,663.94
2619,7642,687,2,336.32
2620,2605,98,2,380.97
2621,5258,1431,2,298.2
2622,12704,631,2,769.67
2623,4426,1460,2,998.36
2624,5992,346,2,325.06
2625,5173,831,2,908.2
2626,4609,110,2,355.29
2627,7255,1145,2,928.37
2628,5079,902,2,838.8
2629,1534,1954,2,658.34
2630,948,1606,2,661.31
2631,13823,1961,2,946.15
2632,1750,1340,2,997.21
2633,2926,1393,2,618.39
2634,7979,1932,2,746.57
2635,6602,685,2,849.43
2636,5946,277,2,293.66
2637,858,329,2,566.54
2638,13521,147,2,740.53
2639,10249,1292,2,699.44
2640,365,443,2,984.22
2641,10347,67,2,585.11
2642,6496,8,2,577.18
2643,14636,655,2,328.96
2644,876,1945,2,290.95
2645,5418,1900,2,980.74
2646,3234,1262,2,449.06
2647,8740,404,2,893.53
2648,10231,1982,2,809.55
2649,8733,1063,2,499.19
2650,10316,922,2,920.05
2651,8106,305,2,373.3
2652,4837,405,2,839.58
2653,4539,21,2,628.81
2654,11279,1360,2,736.62
2655,12851,1036,2,402.6
2656,6758,1072,2,345.42
2657,9561,1038,2,562.71
2658,8371,1040,2,265.01
2659,7279,1363,2,663.07
2660,4944,1679,2,684.44
2661,3452,1017,2,478.75
2662,14828,610,2,367.96
2663,3296,302,2,579.41
2664,12132,9,2,590.53
2665,14321,30,2,529.63
2666,9170,759,2,373.39
2667,13551,1989,2,325.48
2668,10671,1224,2,472.97
2669,7516,1853,2,456.43
2670,11283,1812,2,499.52
2671,4154,751,2,925.64
2672,8164,22,2,599.82
2673,4334,851,2,668.65
2674,2726,1371,2,293.63
2675,3095,525,2,284.48
2676,8808,1551,2,289.67
2677,4985,1993,2,565.86
2678,9037,948,2,971.1
2679,12413,249,2,174.68
2680,9758,759,2,815.68
2681,1202,1233,2,717.31
2682,13321,1534,2,451.01
2683,692,1252,2,799.01
2684,7824,1296,2,675.57
2685,1635,1754,2,761.04
2686,13851,384,2,637.62
2687,7079,1741,2,881.92
2688,5143,1789,2,365.82
2689,8255,188,2,307.34
2690,11313,917,2,421.37
2691,1839,805,2,490.88
2692,6328,1778,2,457.46
2693,10398,760,2,754.31
2694,2063,1052,2,445.82
2695,1740,1754,2,347.51
2696,11671,1311,2,381.07
2697,7135,274,2,754.17
2698,8746,306,2,853.62
2699,6891,1701,2,422.11
2700,12526,1828,2,957.21
2701,3157,1426,2,423.57
2702,6023,1689,2,717.76
2703,11837,891,2,283.63
2704,9164,90,2,973.75
2705,4548,1380,2,758.97
2706,1141,293,2,584.01
2707,9046,1186,2,724.63
2708,9880,382,2,765.13
2709,5716,505,2,508.06
2710,9328,1499,2,344.75
2711,11939,455,2,552.74
2712,2833,679,2,416.91
2713,1818,378,2,839.66
2714,245,1722,2,338.22
2715,716,788,2,763.87
2716,13338,503,2,341.78
2717,14835,439,2,823.14
2718,1178,1767,2,434.18
2719,9754,1143,2,692.22
2720,10151,670,2,739.05
2721,8348,1284,2,797.5
2722,11433,985,2,216.89
2723,671,237,2,699.36
2724,9501,1313,2,371.27
2725,12417,1038,2,464.26
2726,5027,520,2,271.1
2727,9926,1119,2,462.77
2728,14349,888,2,382.74
2729,10590,920,2,838.82
2730,3210,1861,2,250.56
2731,8950,1201,2,389.22
2732,7914,1754,2,552.73
2733,791,1703,2,743.4
2734,9644,475,2,336.07
2735,804,357,2,347.13
2736,1953,1605,2,347.93
2737,10053,322,2,681.66
2738,167,263,2,774.89
2739,4579,846,2,430.15
2740,2484,1220,2,499.67
2741,1605,894,2,957.53
2742,8172,431,2,261.37
2743,12646,268,2,586.14
2744,7209,819,2,643.36
2745,6961,1727,2,343.63
2746,8804,1627,2,609.71
2747,6531,691,2,833.94
2748,4081,1025,2,523.99
2749,8191,1534,2,451.01
2750,3185,931,2,305.14
2751,7589,33,2,495.42
2752,3872,1523,2,716.11
2753,10567,1071,2,923.14
2754,1975,1702,2,944.74
2755,14958,1435,2,374.06
2756,2873,1529,2,713.86
2757,10341,448,2,387.92
2758,4475,141,2,538.55
2759,8013,402,2,575.49
2760,9405,1338,2,532.77
2761,12318,1410,2,652.54
2762,3209,698,2,297.31
2763,5896,1242,2,556.79
2764,13382,658,2,398.36
2765,106,1032,2,566.42
2766,13742,1916,2,383.29
2767,7713,1261,2,419.52
2768,4494,1785,2,809.59
2769,7325,122,2,398.53
2770,4757,443,2,960.87
2771,11186,858,2,965.6
2772,11315,1532,2,601.4
2773,9325,1739,2,620.61
2774,1667,270,2,856.64
2775,14435,653,2,849.98
2776,2970,1949,2,314.73
2777,2391,1109,2,279.2
2778,14421,660,2,918.5
2779,8289,1604,2,491.36
2780,2932,95,2,983.6
2781,2711,1953,2,442.02
2782,6132,83,2,554.57
2783,12776,949,2,456.27
2784,3896,1559,2,765.74
2785,10286,874,2,805.59
2786,8577,656,2,418.19
2787,10828,349,2,574.06
2788,1414,1595,2,952.9
2789,9788,526,2,773.97
2790,13798,278,2,533.43
2791,14928,1765,2,684.34
2792,9096,1870,2,958.78
2793,8779,431,2,751.14
2794,4053,1219,2,483.65
2795,9276,354,2,700.18
2796,14469,1351,2,550.69
2797,4079,322,2,346.06
2798,11944,1641,2,313.12
2799,12684,1032,2,676.44
2800,2568,1079,2,524.96
2801,13379,1523,2,959.02
2802,3440,591,2,452.82
2803,10352,1818,2,853.41
2804,13485,1638,2,600.53
2805,7855,660,2,587.06
2806,14842,1400,2,408.23
2807,9874,1380,2,426.08
2808,5568,1809,2,593.03
2809,2008,1964,2,392.38
2810,10818,1621,2,458.36
2811,11381,1382,2,203.66
2812,12131,749,2,669.84
2813,12267,670,2,798.71
2814,7016,1482,2,350.16
2815,10874,1206,2,317.48
2816,4063,827,2,186.1
2817,14151,1597,2,574.93
2818,5544,1735,2,992.56
2819,14662,947,2,374.01
2820,4384,1889,2,592.81
2821,9975,867,2,459.35
2822,4150,1081,2,633.59
2823,4351,686,2,404.12
2824,6209,823,2,586.12
2825,6375,1515,2,508.91
2826,922,1275,2,418.42
2827,12166,1126,2,924.47
2828,14824,1740,2,339.63
2829,5925,201,2,903.61
2830,11225,1505,2,414.28
2831,9784,777,2,376.03
2832,10867,240,2,330.77
2833,4770,1634,2,723.28
2834,11859,1267,2,293.15
2835,8095,1164,2,317.86
2836,3309,1140,2,434.94
2837,2540,1801,2,537.6
2838,12294,1801,2,430.76
2839,11222,1708,2,745.63
2840,6590,1902,2,737.95
2841,4260,1961,2,873.85
2842,8397,552,2,501.05
2843,1168,1130,2,686.92
2844,8293,1957,2,349.47
2845,10853,1480,2,350.59
2846,11197,408,2,437.86
2847,11173,1280,2,434.84
2848,13423,1813,2,362.41
2849,2556,1228,2,939.1
2850,11385,618,2,492.7
2851,11312,1958,2,716.26
2852,12894,899,2,323.41
2853,2285,1984,2,225.18
2854,12985,1720,2,911.12
2855,9688,1200,2,865.85
2856,4389,1990,2,950.41
2857,9303,830,2,427.14
2858,11194,666,2,746.63
2859,9559,963,2,876.52
2860,4892,37,2,404.34
2861,5437,869,2,366.99
2862,9121,1385,2,288.86
2863,10069,478,2,260.02
2864,7912,479,2,878.9
2865,6583,1010,2,985.59
2866,8584,814,2,338.83
2867,5293,839,2,282.95
2868,7503,1439,2,753.03
2869,3811,548,2,370.68
2870,8739,466,2,442.44
2871,5932,634,2,590.29
2872,9205,1778,2,701.62
2873,11538,842,2,474.37
2874,5247,942,2,478.09
2875,10919,1690,2,310.89
2876,13964,430,2,495.56
2877,9138,1036,2,470.95
2878,357,1959,2,691.58
2879,675,1185,2,439.64
2880,10083,1884,2,824.33
2881,2376,814,2,338.83
2882,12122,1849,2,364.12
2883,2196,640,2,299.25
2884,2413,1031,2,980.22
2885,3990,949,2,272.44
2886,1882,1644,2,296.69
2887,7833,1572,2,838.13
2888,4331,394,2,501.48
2889,10339,1799,2,701.32
2890,2489,1954,2,474.09
2891,11858,1169,2,824.63
2892,4956,589,2,336.37
2893,9185,25,2,935.15
2894,13017,1084,2,197.58
2895,9948,87,2,632.1
2896,9643,1940,2,317.22
2897,5920,1186,2,723.04
2898,3250,1546,2,397.84
2899,14592,448,2,579.54
2900,6349,1557,2,662.09
2901,1261,514,2,544.89
2902,1896,596,2,334.47
2903,12020,825,2,389.16
2904,3201,331,2,637.33
2905,6082,476,2,689.16
2906,7060,1694,2,995.17
2907,4039,1866,2,421.4
2908,9551,764,2,378.62
2909,3999,216,2,386.34
2910,8161,310,2,590.35
2911,7814,224,2,507.83
2912,7883,1148,2,274.25
2913,11180,875,2,446.96
2914,2560,1226,2,474.19
2915,9881,466,2,650.29
2916,13744,1025,2,976.82
2917,6086,702,2,960.15
2918,10248,134,2,855.03
2919,2778,1866,2,327.24
2920,13702,915,2,301.93
2921,7156,106,2,363.12
2922,3065,982,2,879.14
2923,14288,835,2,729.95
2924,12144,424,2,488.46
2925,9965,1463,2,435.37
2926,82,1588,2,509.75
2927,1284,1013,2,921.02
2928,14413,395,2,366.82
2929,13942,1574,2,315.65
2930,8460,1327,2,381.44
2931,10461,1550,2,835.46
2932,11151,1131,2,410.17
2933,5234,594,2,325
2934,11892,1714,2,382.11
2935,927,1104,2,639.24
2936,3120,1397,2,296.39
2937,5100,1485,2,333.86
2938,12991,418,3,342.18
2939,2816,1754,3,786.77
2940,7148,1642,3,529.71
2941,290,523,3,433.16
2942,654,867,3,584.28
2943,14183,818,3,282.12
2944,6971,1519,3,713.08
2945,6779,251,3,312.24
2946,2687,199,3,294.02
2947,9764,1274,3,267.39
2948,8181,36,3,910.37
2949,4721,1445,3,878.16
2950,2284,294,3,744.1
2951,8022,727,3,429.43
2952,924,1586,3,400.47
2953,6949,747,3,766.5
2954,13089,1513,3,413.04
2955,14975,7,3,264.63
2956,1112,1885,3,385.38
2957,5818,969,3,389.14
2958,14056,1077,3,431.69
2959,826,327,3,288.85
2960,69,544,3,773.74
2961,5674,1060,3,685.05
2962,8513,1160,3,443.92
2963,14957,577,3,368.7
2964,7183,145,3,872.89
2965,11803,1675,3,674.48
2966,11447,183,3,903
2967,10001,474,3,593.05
2968,14724,489,3,366.29
2969,7772,1247,3,230.71
2970,2258,649,3,366.34
2971,6796,1601,3,484.57
2972,2392,772,3,453.66
2973,46,556,3,367.4
2974,9259,242,3,850.21
2975,13976,1708,3,330.16
2976,2883,1449,3,583.37
2977,6422,1801,3,430.76
2978,10417,17,3,725.83
2979,9766,45,3,435.46
2980,6699,1473,3,325.36
2981,9087,277,3,293.66
2982,12833,673,3,422.77
2983,6153,1222,3,803.11
2984,383,1674,3,804.33
2985,4991,1281,3,685.91
2986,11982,1971,3,217.78
2987,14895,684,3,332.66
2988,2906,591,3,452.82
2989,9593,1602,3,872.44
2990,5706,294,3,755.17
2991,4106,1476,3,855.28
2992,6335,1871,3,958.31
2993,10049,447,3,381.39
2994,12691,975,3,726.69
2995,10385,1583,3,625.89
2996,4222,47,3,273.04
2997,419,955,3,287.65
2998,6578,567,3,734.82
2999,14222,1359,3,412.95
3000,2772,1088,3,332.21
3001,6099,1001,3,313.54
3002,3909,480,3,691.24
3003,7834,598,3,258.3
3004,1243,847,3,283.41
3005,10509,1743,3,726.63
3006,3416,877,3,334.4
3007,8062,1191,3,574.28
3008,8479,1297,3,781.1
3009,12913,1047,3,606.09
3010,14098,1748,3,783.23
3011,4205,334,3,832.72
3012,10359,18,3,282.67
3013,1939,782,3,310.86
3014,8565,1078,3,476.27
3015,4478,57,3,605.82
3016,8009,1733,3,485.13
3017,14698,1136,3,921.54
3018,4257,1450,3,516.14
3019,8558,1603,3,700.36
3020,10467,1549,3,768.43
3021,7519,1295,3,311.15
3022,9392,1442,3,296.99
3023,4419,1172,3,406.09
3024,2559,253,3,459.35
3025,9528,1430,3,984.93
3026,1452,1976,3,527.99
3027,13014,21,3,650.66
3028,7244,1039,3,318.81
3029,13098,1275,3,320.47
3030,4840,780,3,595.94
3031,10268,548,3,267.23
3032,12823,1127,3,761.36
3033,3786,171,3,361.52
3034,2101,537,3,498.35
3035,4786,191,3,866.75
3036,6805,562,3,272.86
3037,7398,142,3,934.66
3038,4212,1715,3,818.97
3039,4332,1890,3,318.3
3040,5316,643,3,384.34
3041,5909,1046,3,263
3042,10422,467,3,296.42
3043,12111,1649,3,235.54
3044,13051,386,3,199.86
3045,261,673,3,422.77
3046,11469,1723,3,647.32
3047,12540,1645,3,335.64
3048,5656,1733,3,791.84
3049,5185,1737,3,253.57
3050,9814,243,3,486.32
3051,11146,842,3,350.72
3052,8855,1711,3,513.88
3053,7191,837,3,557.73
3054,12603,943,3,790.31
3055,14295,421,3,449.25
3056,1500,23,3,662.82
3057,12824,1372,3,305.18
3058,8454,660,3,636.52
3059,2059,552,3,263.2
3060,1697,1398,3,574.77
3061,14932,1744,3,336.73
3062,879,1900,3,363.02
3063,1304,98,3,604.48
3064,452,1472,3,404.04
3065,6333,1819,3,979.44
3066,4362,1204,3,747.43
3067,5673,457,3,625.73
3068,13573,1322,3,385.91
3069,8383,1822,3,319.4
3070,12548,460,3,913.24
3071,10799,1273,3,951.27
3072,2628,329,3,413.51
3073,10006,545,3,413.9
3074,2757,1849,3,684.89
3075,7119,570,3,219.72
3076,14223,200,3,165.29
3077,13729,41,3,181.26
3078,8412,1181,3,425.71
3079,8763,94,3,497.18
3080,3063,1296,3,502.34
3081,13161,1865,3,493.49
3082,2045,1488,3,629.33
3083,12286,958,3,508.85
3084,9594,1417,3,455.09
3085,3758,543,3,332.92
3086,6394,1932,3,741.48
3087,8652,945,3,341.92
3088,9472,1792,3,932.63
3089,3545,868,3,375.84
3090,8126,316,3,699.12
3091,8521,713,3,480.63
3092,13464,538,3,925.5
3093,13743,1758,3,900.72
3094,3902,565,3,264.31
3095,3582,1195,3,480.84
3096,10801,801,3,445.04
3097,3526,1302,3,550.64
3098,13171,831,3,563.48
3099,2327,788,3,655.58
3100,2183,1692,3,257.25
3101,8464,1899,3,529.91
3102,2913,1105,3,512.73
3103,13208,1267,3,528.36
3104,4521,234,3,452.23
3105,14195,969,3,389.14
3106,5253,1310,3,298.33
3107,7917,887,3,987.1
3108,2886,255,3,326.26
3109,11992,62,3,411.31
3110,3497,172,3,472.42
3111,12004,190,3,918.93
3112,1363,850,3,617.15
3113,8480,1908,3,310.71
3114,6347,1900,3,363.02
3115,13141,1703,3,390.82
3116,588,925,3,357.96
3117,13678,294,3,572.14
3118,2369,1700,3,275.35
3119,13929,1373,3,812.27
3120,6300,1529,3,966.5
3121,1280,447,3,381.39
3122,325,664,3,659.02
3123,9380,1985,3,327.48
3124,3933,791,3,877.96
3125,4436,1934,3,385.2
3126,7357,1538,3,506.57
3127,5208,1817,3,971.23
3128,952,504,3,779.06
3129,9967,672,3,469.36
3130,13705,849,3,289.8
3131,11269,530,3,275.56
3132,14499,549,3,361.74
3133,881,1377,3,631.91
3134,4958,715,3,872.52
3135,3329,1954,3,724.4
3136,10159,1015,3,904.25
3137,12254,1372,3,557.16
3138,11558,329,3,537.58
3139,7716,1650,3,197.41
3140,10565,78,3,995.97
3141,14139,1637,3,267.99
3142,1627,562,3,720.13
3143,7959,1897,3,731.63
3144,13755,1023,3,185.08
3145,5861,431,3,821.3
3146,11823,1456,3,537.68
3147,8182,1531,3,652.72
3148,12957,987,3,523.15
3149,1420,752,3,509.95
3150,9596,1931,3,856.63
3151,7550,1335,3,302.01
3152,10351,44,3,379.14
3153,14278,547,3,547.08
3154,14684,1521,3,370.94
3155,6237,816,3,808.77
3156,12081,1709,3,433.03
3157,985,803,3,826.39
3158,783,17,3,867.2
3159,12178,1245,3,191.35
3160,5486,8,3,588.41
3161,12860,334,3,390.69
3162,10544,1173,3,584.15
3163,6957,1652,3,400.95
3164,9562,713,3,966.85
3165,7668,788,3,305.65
3166,9810,1635,3,249.37
3167,1049,495,3,877.45
3168,5514,51,3,619.87
3169,5882,626,3,442.91
3170,12266,933,3,482.89
3171,9165,1282,3,532.59
3172,1844,427,3,909.8
3173,7757,1200,3,880.59
3174,7535,38,3,495.9
3175,1461,601,3,264.57
3176,13472,99,3,366.73
3177,12439,1434,3,505.93
3178,3336,1909,3,225.9
3179,5969,1482,3,350.16
3180,13827,1970,3,408.48
3181,11670,1837,3,648.49
3182,2696,707,3,256.14
3183,11219,1244,3,880.31
3184,11832,1710,3,541.63
3185,3190,157,3,985.86
3186,6042,1988,3,605.66
3187,5249,1107,3,409.16
3188,911,812,3,245.65
3189,2320,588,3,846.55
3190,6785,1725,3,631.89
3191,2561,1094,3,345.48
3192,7806,405,3,429.38
3193,14131,1329,3,755.96
3194,5359,257,3,210.35
3195,13334,1094,3,471.26
3196,12168,212,3,427.09
3197,77,1234,3,823.07
3198,14831,1714,3,750.28
3199,4124,121,3,710.97
3200,8833,816,3,760.36
3201,1292,1113,3,418.84
3202,1547,1618,3,993.62
3203,10101,1456,3,340
3204,1104,1955,3,860.73
3205,462,1135,3,330.66
3206,5085,1760,3,712.02
3207,3363,1261,3,931.41
3208,5916,1480,3,350.59
3209,10394,1422,3,290.85
3210,3260,1584,3,553.3
3211,376,840,3,685.26
3212,9057,626,3,379.27
3213,9994,872,3,520.46
3214,10851,1263,3,313.65
3215,13689,139,3,283.05
3216,14962,259,3,904.77
3217,9740,1926,3,888.11
3218,7766,1329,3,376.05
3219,13698,811,3,656.41
3220,7478,534,3,449.28
3221,14243,437,3,784.63
3222,4641,773,3,747.69
3223,11316,656,3,454.88
3224,14686,1171,3,981.32
3225,12963,618,3,351.28
3226,8150,867,3,815.99
3227,13923,337,3,913.07
3228,14437,546,3,337.64
3229,14805,950,3,570.65
3230,3170,1692,3,257.25
3231,4912,1907,3,363.99
3232,6710,1826,3,793.68
3233,12238,1415,3,533.91
3234,3595,1158,3,430.21
3235,2425,1503,3,715.51
3236,4782,1877,3,426.31
3237,6313,657,3,864.04
3238,5563,1000,3,312.83
3239,7174,15,3,680.96
3240,6672,1059,3,315.3
3241,1766,795,3,476.3
3242,11549,661,3,269.47
3243,9055,1694,3,428.98
3244,6564,117,3,444.39
3245,12026,215,3,967.34
3246,14498,389,3,649.7
3247,11440,1929,3,982.94
3248,9032,1548,3,398.13
3249,6080,1370,3,219.77
3250,3742,217,3,363.04
3251,1540,1226,3,677.8
3252,546,1495,3,525.28
3253,12955,1001,3,770.18
3254,7002,1217,3,438.13
3255,8120,1281,3,506.13
3256,8462,1016,3,360.76
3257,8929,1837,3,835.65
3258,7561,106,3,363.12
3259,10109,294,3,380.43
3260,14401,1511,3,801.89
3261,3980,1906,3,346.53
3262,4164,679,3,416.91
3263,9787,3,3,697.43
