order_id,order_date,customer_id,total_price
3234,10/04/2024,2976,485.44
8740,10/05/2024,1015,1787.06
4539,05/03/2024,4890,1257.62
8371,14/10/2024,2395,86.74
7279,06/07/2024,9402,1326.14
4944,22/12/2023,7348,1368.88
3452,22/01/2024,323,957.5
3296,13/12/2023,7053,1158.82
12132,23/09/2024,6883,1181.06
10671,29/12/2023,8820,945.94
7516,18/08/2024,898,912.86
11283,22/12/2023,1082,999.04
4154,26/10/2024,4231,1851.28
8164,04/05/2024,5684,1199.64
8808,01/04/2024,875,357.36
4985,20/01/2024,4651,1131.72
9037,31/01/2024,5610,1942.2
12413,21/12/2023,2383,315.9
9758,11/03/2024,6605,1631.36
13321,12/10/2024,9677,463.36
7824,16/07/2024,9993,1351.14
13851,22/12/2023,6479,1275.24
5143,29/11/2023,3270,442.72
11313,20/10/2024,1415,842.74
6328,04/08/2024,142,914.92
10398,09/04/2024,1261,1508.62
2063,21/12/2023,93,891.64
1740,10/05/2024,6746,663.34
11671,08/09/2024,7272,744.8
8746,12/10/2024,7025,1707.24
6891,26/02/2024,7824,608.72
12526,30/08/2024,5490,1914.42
3157,19/03/2024,9207,423.2
6023,29/08/2024,1377,1435.52
9164,21/01/2024,109,1947.5
4548,27/10/2024,2747,1517.94
1141,21/07/2024,2916,1168.02
5716,16/04/2024,1311,1016.12
9328,08/11/2023,6180,661.32
11939,18/04/2024,5120,1105.48
2833,31/10/2024,927,40.02
716,25/11/2023,6786,1527.74
14835,10/11/2023,644,1646.28
1178,12/07/2024,3598,868.36
9754,19/03/2024,3783,1384.44
10151,31/10/2024,177,1478.1
9501,14/05/2024,4447,292.48
12417,12/11/2023,8061,928.52
9926,25/04/2024,1907,925.54
14349,07/09/2024,7081,644.66
3210,16/01/2024,3294,501.12
8950,26/08/2024,4264,486.88
7914,06/09/2024,1288,1105.46
9644,21/11/2023,2569,224.02
10053,24/09/2024,7941,1363.32
4579,31/10/2024,2162,860.3
2484,08/04/2024,9196,999.34
1605,20/12/2023,570,1915.06
8172,08/10/2024,7582,168.74
7209,15/09/2024,5336,1286.72
6961,05/01/2024,8614,393.78
8804,27/02/2024,4476,1219.42
6531,28/12/2023,5261,1667.88
4081,31/12/2023,9931,1047.98
8191,17/01/2024,2676,579.5
7589,20/10/2024,28,990.84
3872,31/03/2024,1894,1432.22
10567,15/12/2023,9648,1846.28
4475,04/10/2024,5379,1077.1
8013,23/10/2024,1323,1150.98
9405,14/10/2024,5308,276.26
106,13/12/2023,7526,1132.84
11186,27/04/2024,7980,1931.2
11315,25/11/2023,1463,1202.8
1667,19/12/2023,9205,1713.28
2970,13/11/2023,2887,629.46
14421,29/01/2024,4088,1837
8289,05/01/2024,3030,982.72
2932,22/10/2024,4488,1967.2
6132,09/08/2024,7158,1109.14
12776,29/07/2024,7742,912.54
3896,04/04/2024,91,1531.48
10286,01/11/2024,2989,1611.18
8577,03/02/2024,4401,654.9
10828,22/10/2024,9191,1148.12
1414,15/05/2024,6314,1905.8
13798,18/10/2024,5038,1066.86
14928,07/02/2024,6803,1368.68
9096,09/11/2023,5243,1917.56
8779,16/04/2024,1699,1502.28
4053,09/01/2024,8000,172.96
14469,30/05/2024,1704,1101.38
4079,02/05/2024,2283,461.84
11944,31/01/2024,8472,493.98
13379,22/07/2024,3717,1918.04
3440,03/07/2024,7449,650.48
10352,05/04/2024,7463,1706.82
7855,15/12/2023,5378,1174.12
5568,27/05/2024,368,1186.06
7016,12/10/2024,2651,387.32
5544,28/03/2024,7693,1985.12
14662,09/06/2024,5018,119.84
9975,11/05/2024,1520,625.14
922,15/06/2024,7359,836.84
12166,21/09/2024,9080,1848.94
14824,05/10/2024,7780,264.94
5925,19/09/2024,7451,1807.22
9784,10/01/2024,440,587.68
10867,08/10/2024,1438,399.16
11859,31/05/2024,217,354.2
8095,07/05/2024,6604,379.16
12294,17/01/2024,6603,348.6
11222,22/01/2024,4674,1491.26
8397,02/08/2024,6293,1002.1
1168,04/10/2024,5495,1373.84
8293,23/10/2024,5380,672.44
11197,20/03/2024,8149,875.72
2556,21/01/2024,2314,1878.2
11385,08/01/2024,7818,985.4
11312,27/09/2024,2562,1432.52
12894,12/10/2024,9511,425.58
2285,10/08/2024,3114,84.28
12985,09/01/2024,2788,1822.24
4389,25/12/2023,6501,1900.82
9303,22/01/2024,76,277.3
11194,26/01/2024,3162,1493.26
4892,08/08/2024,9029,808.68
5437,08/02/2024,6606,666.44
6583,25/06/2024,3272,1971.18
8584,26/09/2024,9057,666.22
5293,23/02/2024,348,565.9
7503,11/07/2024,8216,1506.06
8739,21/06/2024,849,636.44
9205,23/12/2023,5845,1403.24
11538,05/08/2024,334,948.74
5247,18/07/2024,688,956.18
13964,28/11/2023,5575,223
2376,08/11/2023,909,299.72
2196,07/12/2023,5850,375.98
7833,12/11/2023,1651,1676.26
2489,04/03/2024,4907,451.7
11858,15/02/2024,4196,1649.26
4956,23/07/2024,5792,410.08
13017,27/12/2023,5423,119.84
5920,19/11/2023,4220,1446.08
3250,09/08/2024,5555,312.48
6349,14/11/2023,2591,1324.18
1261,03/02/2024,330,1089.78
1896,03/09/2024,3173,545.28
3201,03/03/2024,2145,1274.66
9551,24/05/2024,5938,510.86
3999,26/10/2024,5344,545.56
8161,05/06/2024,2297,1180.7
11180,04/07/2024,6095,893.92
2560,31/07/2024,329,948.38
6086,29/07/2024,5431,1920.3
13702,23/09/2024,360,603.86
14288,27/08/2024,1149,1459.9
12144,13/09/2024,3606,976.92
9965,01/02/2024,4354,870.74
82,19/02/2024,5152,1019.5
1284,08/02/2024,1873,1842.04
14413,27/05/2024,1904,733.64
8460,30/05/2024,7817,762.88
11151,14/10/2024,3211,820.34
5234,06/07/2024,7256,650
927,11/07/2024,6918,1278.48
5100,29/03/2024,6638,286.88
12991,25/03/2024,9545,1026.54
654,27/06/2024,3343,1752.84
14183,28/08/2024,9939,404.4
6971,25/07/2024,4494,2139.24
2687,09/08/2024,6331,796.26
2284,21/08/2024,1002,2232.3
8022,15/03/2024,5584,587.82
6949,09/01/2024,7353,2299.5
13089,21/11/2023,5666,1239.12
14975,02/06/2024,2720,348.6
5818,24/05/2024,4254,627.75
826,24/12/2023,4718,538.62
69,24/01/2024,3255,2321.22
14957,15/07/2024,5597,1066.53
11803,19/06/2024,7261,2023.44
10001,03/10/2024,2962,1071.45
6796,09/01/2024,3380,1453.71
2392,05/03/2024,3581,1360.98
46,19/08/2024,2371,561.24
13976,07/09/2024,6178,966.6
6422,01/09/2024,9340,568.5
9766,16/01/2024,3563,1306.38
4991,16/10/2024,1681,2057.73
11982,03/07/2024,8478,653.34
2906,06/07/2024,4210,685.8
9593,05/02/2024,1343,2617.32
5706,16/07/2024,8438,2265.51
4106,30/09/2024,4791,2565.84
6335,05/08/2024,3251,2874.93
419,03/01/2024,1493,436.8
6578,07/05/2024,4617,2204.46
14222,28/08/2024,5431,1238.85
6099,11/03/2024,4536,754.95
3909,19/07/2024,4973,2073.72
7834,22/02/2024,8178,740.79
1243,27/08/2024,5205,707.55
3416,13/11/2023,6403,836.34
8062,17/09/2024,6043,1722.84
8479,31/01/2024,5483,2343.3
12913,28/09/2024,3585,1818.27
4205,05/03/2024,9965,2498.16
1939,03/12/2023,6686,199.89
8565,27/07/2024,3617,922.71
4478,23/02/2024,322,1817.46
8009,04/08/2024,3153,1455.39
14698,14/09/2024,1575,2764.62
4257,16/12/2023,7213,1548.42
8558,26/03/2024,2546,2101.08
10467,24/04/2024,1664,1802.1
2559,05/06/2024,6673,99.81
9528,26/05/2024,2671,2954.79
1452,18/02/2024,3385,1583.97
13014,11/01/2024,3889,1951.98
4840,21/06/2024,4409,1787.82
10268,07/01/2024,551,168.06
12823,07/08/2024,2493,2284.08
3786,13/11/2023,1886,243
2101,29/10/2024,9966,1495.05
4786,14/12/2023,9555,2600.25
7398,01/08/2024,2446,2803.98
4332,28/07/2024,4811,383.31
5316,23/05/2024,2417,333.42
5909,10/03/2024,2150,122.07
10422,30/11/2023,8647,715.89
261,08/10/2024,4813,771.21
11469,15/08/2024,472,1941.96
9814,14/12/2023,9237,1458.96
8855,11/10/2024,9751,572.91
7191,10/11/2023,9690,347.13
12603,11/01/2024,9723,2370.93
14295,20/07/2024,4068,159.03
1500,11/02/2024,250,1988.46
12824,27/09/2024,3906,144
14932,05/01/2024,6096,332.73
879,29/06/2024,2642,107.04
1304,03/03/2024,9758,1813.44
452,22/12/2023,9119,1212.12
6333,18/12/2023,8642,2938.32
5673,10/09/2024,5240,1877.19
13573,20/12/2023,7035,910.86
8383,28/03/2024,7976,958.2
10799,15/11/2023,1357,2853.81
2628,06/07/2024,7404,1240.53
2757,30/04/2024,4852,2054.67
7119,13/03/2024,2222,277.71
8412,30/09/2024,6009,1185.09
8763,30/01/2024,1589,1491.54
13161,19/05/2024,7849,295.74
12286,31/08/2024,6859,1526.55
9594,11/04/2024,1938,1365.27
3758,28/08/2024,6215,501.45
6394,03/01/2024,3407,2224.44
3545,03/12/2023,9679,886.71
8126,04/09/2024,5375,2097.36
13464,29/01/2024,8183,2776.5
13743,05/04/2024,1880,2702.16
3582,06/10/2024,6997,1442.52
10801,13/11/2023,8826,1335.12
3526,11/10/2024,671,1651.92
13171,17/10/2024,5642,1690.44
2327,23/01/2024,7692,1966.74
2183,09/01/2024,8930,187.41
2913,19/11/2023,7514,1538.19
13208,22/10/2024,5833,1585.08
14195,24/03/2024,5273,387.42
7917,02/05/2024,746,2961.3
11992,27/09/2024,2960,713.22
1363,30/10/2024,1039,1851.45
588,21/01/2024,7591,836.25
6300,13/10/2024,4012,2899.5
1280,25/11/2023,6989,858.84
325,25/02/2024,2465,1977.06
9380,03/02/2024,6340,591.69
4436,12/09/2024,2437,396.63
7357,09/05/2024,4135,1519.71
5208,29/05/2024,6380,2913.69
952,14/05/2024,1701,2337.18
11269,24/06/2024,7879,630.36
10159,19/11/2023,7564,2712.75
11558,17/07/2024,4498,1612.74
7716,26/11/2023,4144,353.85
14139,20/11/2023,2070,774.21
7959,12/10/2024,5749,2194.89
5861,10/05/2024,8316,2463.9
8182,19/02/2024,8633,1958.16
12957,02/10/2024,3648,1569.45
7550,02/04/2024,1870,524.1
10351,19/06/2024,5380,493.38
14684,01/12/2023,6292,1112.82
12081,09/10/2024,8220,1026.3
783,29/04/2024,6415,2601.6
9562,17/07/2024,8507,2900.55
7668,12/06/2024,850,498
5514,02/03/2024,1478,1859.61
5882,09/12/2023,8803,1328.73
12266,13/05/2024,2754,368.73
9165,02/05/2024,7150,1597.77
1844,22/02/2024,3275,2729.4
7757,11/07/2024,2926,2641.77
1461,11/03/2024,5772,658.23
13472,03/03/2024,6131,360.33
12439,02/02/2024,9008,1351.29
3336,14/06/2024,1205,647.4
13827,21/01/2024,597,480
11219,27/01/2024,5196,2640.93
11832,06/07/2024,1442,1624.89
3190,09/12/2023,9694,2957.58
6042,04/10/2024,5228,1528.35
5249,25/10/2024,4640,453.33
2561,23/05/2024,5020,1036.44
7806,18/03/2024,5297,560.94
14131,16/06/2024,1598,2267.88
12168,09/01/2024,1659,1281.27
4124,09/09/2024,4466,2132.91
8833,25/04/2024,9790,2281.08
1292,07/05/2024,8860,1256.52
1547,10/02/2024,4543,2980.86
1104,08/02/2024,7531,2582.19
3363,12/10/2024,5150,2794.23
5916,10/11/2023,9692,528.99
10394,16/11/2023,1377,192.06
3260,05/12/2023,4280,1659.9
9057,13/11/2023,9429,666.9
9994,26/10/2024,7125,1561.38
13689,03/07/2024,1806,770.85
14962,01/07/2024,7091,2714.31
9740,25/10/2024,1189,2664.33
7766,13/03/2024,1175,366.3
13698,27/07/2024,4226,1969.23
7478,29/06/2024,1816,1347.84
14243,15/04/2024,5353,2353.89
11316,22/07/2024,9291,1364.64
8150,19/01/2024,7645,2447.97
13923,17/04/2024,4873,2739.21
14805,10/10/2024,8023,1711.95
3170,26/02/2024,5691,546.15
6710,05/02/2024,7885,2381.04
12238,19/05/2024,2684,1601.73
3595,17/07/2024,4439,1134.81
4782,22/11/2023,7352,1062.75
6313,20/10/2024,8947,2592.12
5563,27/10/2024,7467,369.72
7174,25/01/2024,377,2042.88
6672,30/11/2023,8910,81.6
1766,06/05/2024,4402,1428.9
9055,07/07/2024,6542,1286.94
6564,19/09/2024,8059,1333.17
6080,14/07/2024,7499,112.38
3742,08/05/2024,1542,473.31
12955,22/05/2024,9048,2310.54
8120,11/05/2024,9633,1341.93
8929,02/02/2024,2021,2506.95
7561,20/07/2024,4822,916.53
14401,15/01/2024,6529,2405.67
4164,03/04/2024,7682,523.38
4713,26/04/2024,6176,1235.58
8136,07/01/2024,2797,2511.21
237,19/11/2023,7960,335.61
3820,08/09/2024,7314,693.21
5156,02/04/2024,4638,2533.8
7792,20/04/2024,8067,1583.1
1567,11/04/2024,3346,2334.24
3002,14/10/2024,7293,660.63
6661,07/10/2024,9106,2835.21
14072,02/10/2024,6306,634.23
8434,13/11/2023,2577,2913.3
3136,04/06/2024,4921,2986.2
4960,18/07/2024,7434,1211.22
7435,22/03/2024,7969,350.19
7587,08/02/2024,1559,270.6
10388,25/08/2024,9996,1341.75
1139,16/03/2024,2288,546.84
8018,04/01/2024,4299,1530.18
11783,24/06/2024,2946,1233.63
8784,16/09/2024,7915,2775.87
759,20/07/2024,147,641.46
14968,03/11/2024,2703,2232.33
2226,24/04/2024,7681,2567.67
4339,25/03/2024,4404,904.62
8341,11/12/2023,9628,364.05
2338,17/10/2024,8294,2333.22
1650,23/07/2024,3903,1400.25
3503,04/05/2024,4843,2405.01
2627,18/05/2024,5391,1673.76
486,21/05/2024,9370,2967.81
10051,29/03/2024,7867,1887.96
4102,06/06/2024,405,692.16
8463,15/11/2023,5581,2354.13
12150,13/06/2024,5030,762.75
9549,27/02/2024,4644,181.86
6433,03/11/2024,395,512.55
14562,26/05/2024,3173,1113.18
3410,25/09/2024,4846,1823.37
594,24/01/2024,3381,82.32
10097,29/10/2024,6855,2590.08
1618,26/12/2023,7565,454.98
6665,07/09/2024,6781,2033.04
5528,27/11/2023,3747,1263.45
1988,14/05/2024,7535,1027.53
3269,18/01/2024,5480,2535.18
13236,14/02/2024,711,2758.44
1207,08/07/2024,9754,216.54
10170,22/01/2024,2561,1022.67
2708,16/07/2024,9224,2381.55
14815,12/09/2024,8349,1346.04
6263,24/01/2024,6728,2217.75
13587,20/12/2023,6891,790.53
14615,11/11/2023,7952,2995.29
10125,14/06/2024,374,2366.97
13915,09/12/2023,5980,2248.41
9997,16/06/2024,6599,1796.67
5618,01/01/2024,5738,734.1
5993,28/12/2023,5591,954.48
13224,15/01/2024,2801,2971.59
11230,26/09/2024,6353,2932.89
11544,18/08/2024,5908,2675.94
11426,09/02/2024,4103,2245.71
14884,10/04/2024,5849,1110.63
13891,21/12/2023,1523,2606.64
8280,27/06/2024,4495,1211.46
9152,10/04/2024,81,2179.65
10932,14/02/2024,6261,1936.14
12446,02/03/2024,4395,349.32
8281,03/10/2024,7036,1838.19
9546,06/09/2024,1261,1579.44
5166,09/06/2024,9479,2673.75
14497,26/02/2024,7787,2269.14
9211,04/09/2024,1232,2413.14
7064,23/12/2023,621,2852.01
11707,12/07/2024,3154,1441.56
7902,12/10/2024,5523,2792.13
3181,22/01/2024,8498,1952.67
1516,16/02/2024,8184,2065.05
12788,25/11/2023,819,2066.73
5365,05/03/2024,752,2429.55
7726,09/11/2023,5769,1343.91
9921,27/08/2024,7068,2255.61
5240,06/02/2024,3281,1890.69
10139,12/11/2023,5396,2013.81
11593,09/09/2024,3677,1343.61
3935,19/04/2024,806,2772.72
7226,09/11/2023,530,1161.36
6055,30/04/2024,811,2627.31
7868,25/03/2024,2143,2050.44
8831,04/10/2024,3616,2601.03
1636,23/09/2024,545,194.49
8927,22/04/2024,1273,1601.55
11896,12/05/2024,494,2697.54
4602,29/10/2024,270,85.65
7331,21/07/2024,5562,637.95
14377,12/06/2024,9256,60.84
2156,14/02/2024,7906,2820.27
10521,18/05/2024,2334,1053.48
8244,16/09/2024,7925,576.21
4771,05/04/2024,3838,2930.13
3890,07/08/2024,9167,2027.46
7037,25/09/2024,9218,2478.06
4133,29/05/2024,2484,1719.78
13452,27/07/2024,2110,537.39
9228,28/12/2023,8922,564.96
2073,18/11/2023,6721,1928.43
14597,12/01/2024,4311,2351.07
13411,06/03/2024,8607,1420.08
592,10/09/2024,9739,496.08
5708,04/03/2024,6368,2046.72
12139,23/01/2024,2427,277.5
8520,08/11/2023,6821,1933.47
13476,20/02/2024,5637,2667.45
2869,04/08/2024,303,1990.41
12492,06/12/2023,2574,1102.14
11121,21/01/2024,784,2436.87
8473,28/06/2024,4267,352.17
9629,11/09/2024,3672,1208.82
3402,31/03/2024,47,2645.07
3542,20/02/2024,8491,2138.64
11393,24/12/2023,6161,255.12
10350,09/12/2023,2762,541.59
4021,17/05/2024,939,1470.12
13054,08/05/2024,7794,1929
12126,03/07/2024,5656,1759.05
13097,22/03/2024,9596,2765.97
9427,06/10/2024,6075,2838.45
7506,27/03/2024,880,2751.9
10370,24/01/2024,5789,978.3
1447,09/09/2024,6908,1451.61
4954,13/05/2024,3637,891.63
14143,16/10/2024,294,1047.48
14171,28/08/2024,475,2738.67
7890,09/02/2024,9708,1343.43
6407,23/02/2024,8352,138.48
13961,30/10/2024,5457,1746.15
2381,29/10/2024,184,680.1
1602,20/10/2024,1671,1623.3
13214,14/07/2024,6553,915.27
10788,04/12/2023,586,1726.92
5141,05/03/2024,8882,1306.62
5677,07/03/2024,7577,2592.45
12717,24/05/2024,3819,2928.6
10992,17/07/2024,2886,2761.47
13409,01/02/2024,5494,2259.45
11252,27/10/2024,2892,235.2
13855,17/09/2024,9119,1925.43
11051,10/07/2024,380,2858.82
14269,14/04/2024,7114,679.2
6752,24/05/2024,1347,2519.1
6384,22/03/2024,4384,559.38
5667,24/11/2023,4869,2463.03
856,05/01/2024,5888,217.71
5124,10/07/2024,6869,2860.17
10135,19/06/2024,8499,1300.56
7310,31/07/2024,2929,1199.61
272,20/01/2024,2053,1459.02
6048,11/11/2023,6250,1602.39
4775,14/07/2024,1034,2653.92
7608,23/12/2023,7683,1082.13
13142,24/03/2024,2323,1296.06
2603,20/03/2024,4436,2045.37
7816,21/05/2024,2407,507.33
10790,11/12/2023,6615,2956.83
1054,16/05/2024,4324,211.32
13453,19/10/2024,5418,2961.48
5545,21/04/2024,8207,959.37
311,17/02/2024,5434,2995.02
14104,30/06/2024,6118,2596.08
13686,21/05/2024,6112,928.77
3849,07/08/2024,7211,1558.05
10119,02/06/2024,848,785.49
12037,06/06/2024,4629,685.92
10396,18/02/2024,4429,1155.09
13865,09/10/2024,8992,2819.46
7048,14/08/2024,9570,265.44
5464,27/06/2024,4044,1890.54
7003,26/02/2024,1653,1704.48
11102,11/07/2024,2996,2225.79
14983,28/11/2023,9629,1127.22
8618,12/01/2024,9730,2434.62
2649,04/10/2024,674,2357.82
12431,06/10/2024,8431,2853.96
8116,19/06/2024,9805,1197.42
7607,31/12/2023,8114,2633.88
14773,06/11/2023,9515,1430.1
3952,10/03/2024,5203,1588.38
11767,10/10/2024,5741,151.62
10282,29/04/2024,8402,1055.61
12061,24/04/2024,958,459.84
14414,20/04/2024,3698,76.08
9956,02/06/2024,7989,2309.1
1629,10/11/2023,4109,2339.37
14823,17/05/2024,3043,833.22
9823,05/07/2024,3583,690.42
2474,09/09/2024,1198,2135.82
9575,25/11/2023,7096,594.81
5940,14/03/2024,8991,1239.12
5308,20/07/2024,9629,401.07
13649,21/02/2024,5361,2628.39
708,10/04/2024,6226,1546.05
7707,04/02/2024,2842,2634.66
8088,11/01/2024,6278,2670.57
2929,30/08/2024,8071,1992.78
2652,20/12/2023,7529,1712.73
10357,21/09/2024,4084,1112.97
6799,18/12/2023,4887,2053.68
7973,09/08/2024,1776,1662.66
8406,01/03/2024,4314,2016.39
10382,20/05/2024,6391,2184.45
12216,26/12/2023,1722,456.48
3056,22/12/2023,50,2671.35
3301,01/07/2024,2821,1242
6552,13/07/2024,4987,1015.17
9751,27/08/2024,5681,1683.51
11932,28/03/2024,6065,2869.65
12073,09/09/2024,6215,947.61
12486,09/02/2024,290,327.54
14177,28/09/2024,6072,1481.79
13956,02/09/2024,4066,1861.2
5808,10/03/2024,9660,1758.42
11232,15/09/2024,9020,633.63
13982,18/07/2024,6035,2498.46
431,15/06/2024,3048,2587.26
14141,27/06/2024,3753,1478.97
13126,29/01/2024,4216,1676.58
7812,22/12/2023,422,1964.52
10036,07/02/2024,8849,1329.84
8722,17/09/2024,1802,1797.24
8316,05/01/2024,7794,2392.95
3688,29/10/2024,7409,2130.3
9204,17/02/2024,1202,2602.71
4414,19/01/2024,1974,1160.85
11141,27/07/2024,4097,1188.51
9073,11/09/2024,6607,1532.19
14179,07/07/2024,7341,2589.66
10015,21/11/2023,3387,1186.23
2867,18/10/2024,3059,2490.39
3724,19/09/2024,1350,497.91
7057,14/07/2024,9869,563.1
3752,07/01/2024,6223,346.92
5419,17/12/2023,7718,1119.15
319,23/05/2024,8164,2084.67
14501,21/09/2024,9498,296.55
10686,16/06/2024,9834,2150.49
14882,16/11/2023,1857,2374.68
14505,30/10/2024,3952,2958.36
5825,12/09/2024,6533,2355.24
12123,09/08/2024,6590,1171.83
10683,26/07/2024,823,1471.32
12024,03/07/2024,9196,70.68
1099,17/01/2024,6065,799.95
10256,22/06/2024,692,2950.32
577,29/04/2024,2105,786.45
6691,13/02/2024,9273,100.89
2822,25/03/2024,5799,945.45
6016,17/06/2024,8824,1256.85
13578,06/10/2024,6378,1867.77
2025,16/01/2024,550,2768.64
8544,24/08/2024,251,1057.05
13835,31/07/2024,7801,1986.75
13753,21/06/2024,1833,277.08
11880,16/09/2024,7936,2658.54
7552,06/11/2023,4185,1128
14368,08/07/2024,4411,702.21
1263,16/07/2024,5022,296.13
2058,19/10/2024,385,861.33
4089,26/12/2023,7835,628.02
9221,23/10/2024,7850,2602.68
2249,16/10/2024,7447,2663.64
5087,10/08/2024,3217,2992.98
4265,10/01/2024,6938,924.12
10137,13/05/2024,5139,335.13
8057,01/03/2024,7752,776.79
12800,29/11/2023,8981,1670.64
7930,10/09/2024,2870,596.46
11660,03/10/2024,779,1976.58
11134,05/02/2024,4262,1965.27
14885,24/03/2024,8335,1892.34
4163,12/05/2024,1094,2679.36
13818,13/12/2023,4646,1537.38
12724,25/09/2024,1019,759.12
5472,14/06/2024,9944,2443.5
13265,18/04/2024,8237,846.03
11416,09/06/2024,5595,2257.98
10275,26/12/2023,3638,1387.26
817,22/02/2024,9043,1263.96
2549,10/12/2023,571,1917.87
1558,31/03/2024,6660,86.61
4664,24/03/2024,8665,1423.41
7801,11/11/2023,3224,1437.81
1596,15/06/2024,2191,2598.84
9362,25/01/2024,6647,1088.55
10277,03/05/2024,4386,1032.96
6626,22/08/2024,9310,1302.33
11812,17/04/2024,8950,1029.48
14890,04/04/2024,4600,2582.37
5833,25/10/2024,4303,710.52
1298,25/03/2024,6302,1802.55
2951,18/11/2023,678,2977.92
13360,10/12/2023,2915,2895.03
14084,14/08/2024,8007,939.78
4037,06/11/2023,7547,2172.09
959,25/07/2024,1946,1981.53
6551,27/08/2024,9250,2145.21
7259,01/07/2024,9343,718.44
12386,19/04/2024,1896,1721.37
10520,18/01/2024,6797,1322.46
9763,22/10/2024,6338,2172.96
14806,12/10/2024,8050,1820.01
4248,08/11/2023,2102,1189.74
8778,07/01/2024,4611,1297.2
5799,21/07/2024,6373,790.71
7924,12/07/2024,942,1365.63
8569,10/05/2024,7763,914.7
2804,03/05/2024,1760,2406.39
8644,03/06/2024,6135,2902.53
9757,21/02/2024,7042,2638.74
9906,20/07/2024,5617,1050.12
3864,07/11/2023,938,1729.44
2553,11/02/2024,8608,119.43
13541,25/09/2024,2614,970.74
11021,24/02/2024,9537,1385.25
14359,07/01/2024,7040,1349.94
13706,22/01/2024,7226,1367.1
1734,13/10/2024,7274,978.66
913,26/11/2023,6835,1245.12
14452,04/03/2024,7075,2288.76
5130,20/01/2024,5841,2487.75
13324,19/10/2024,3250,1732.17
10894,19/04/2024,8719,1582.89
4744,05/08/2024,202,1527.09
5586,03/01/2024,152,1549.65
3364,17/05/2024,4033,1384.74
11605,07/09/2024,3440,84.06
2658,19/10/2024,4477,413.55
1875,03/12/2023,9616,2733.03
3633,12/11/2023,8475,2172.24
12948,16/10/2024,4909,1741.47
3927,19/07/2024,7907,2274.36
652,09/08/2024,3302,798.81
11320,11/04/2024,7050,531.48
14334,09/07/2024,6464,1221.48
1003,24/05/2024,5400,99.63
7919,28/09/2024,8259,2712
11550,14/06/2024,4980,1316.79
8931,03/01/2024,6035,1044.87
6337,27/05/2024,4795,1019.46
7690,21/06/2024,1900,1300.2
12924,18/01/2024,9142,1798.86
5426,13/09/2024,290,1620.09
4753,31/08/2024,7035,2439.39
2149,07/08/2024,6508,2426.85
6886,10/06/2024,2389,2808.81
790,12/06/2024,7426,2119.95
330,16/03/2024,473,1791.9
379,11/10/2024,4076,869.37
12202,10/07/2024,3071,2169.24
11905,21/08/2024,1248,2431.53
8090,06/06/2024,6483,292.35
14178,21/06/2024,1844,2964.33
9626,30/01/2024,560,2044.71
9274,08/02/2024,478,302.49
1081,06/02/2024,9069,1810.8
5276,04/10/2024,8302,588.45
14488,23/01/2024,8545,2216.01
1604,12/03/2024,5188,2505.18
10376,03/05/2024,9226,1095.66
1835,29/07/2024,6209,1675.35
14529,12/07/2024,5552,236.88
4503,16/10/2024,7603,2518.56
8261,27/08/2024,8357,1011.63
10251,12/07/2024,7005,2777.7
9718,16/09/2024,3071,2214.27
4620,31/03/2024,334,2481.69
14277,04/05/2024,5542,1840.02
2621,20/07/2024,1358,2797.5
823,09/04/2024,2581,1184.82
3857,25/08/2024,21,1946.55
6398,17/09/2024,9979,1653.15
869,04/09/2024,6771,2891.91
450,03/09/2024,8419,535.95
1659,19/11/2023,4120,727.23
12531,21/07/2024,2472,704.22
813,13/11/2023,5886,1138.71
7891,13/01/2024,364,196.14
1808,09/03/2024,3090,1180.44
14784,26/10/2024,7388,2467.41
11775,05/09/2024,6442,786.54
7785,11/06/2024,1903,1749.27
11164,17/04/2024,4122,2306.67
13174,10/04/2024,8268,2737.68
425,20/07/2024,4485,342.12
12541,18/08/2024,91,497.94
7475,28/03/2024,7084,1017.15
9971,31/07/2024,2648,2145.45
2543,25/05/2024,5892,2849.85
13040,02/12/2023,9161,2188.77
1874,23/03/2024,7741,1114.62
3111,26/12/2023,9040,2485.68
2199,08/02/2024,2688,2467.65
2794,23/02/2024,668,1928.58
13694,18/01/2024,7906,186.45
463,19/01/2024,2767,741.84
4076,24/08/2024,2052,553.8
5948,24/09/2024,88,1497.45
13712,12/07/2024,4376,72.54
13892,24/01/2024,1532,1128.63
1588,29/09/2024,1315,613.8
10648,06/07/2024,6651,2971.83
2837,07/06/2024,146,1508.85
3645,11/11/2023,2269,2859.21
331,12/05/2024,7910,164.7
26,05/07/2024,2829,385.11
3913,26/03/2024,8655,2978.79
7200,19/09/2024,1040,1905.63
13663,20/08/2024,3854,1362.36
12240,19/01/2024,6321,2695.68
13329,26/10/2024,751,540.18
2849,13/04/2024,4520,1838.19
13227,06/10/2024,9487,561.66
14649,14/09/2024,7399,1098.21
7236,10/10/2024,499,2964.51
4028,10/04/2024,5901,801.84
12185,17/04/2024,6736,1990.71
6470,13/05/2024,9591,93.72
12485,30/08/2024,5414,2155.32
13817,16/03/2024,3995,309.75
6555,17/01/2024,4035,1937.04
3314,18/06/2024,2811,1543.38
10514,24/05/2024,5044,1558.08
4422,15/05/2024,8951,900.9
9239,25/05/2024,4630,2078.88
6088,19/02/2024,4783,2313.21
5091,01/09/2024,6101,2149.32
14240,29/01/2024,9573,1834.32
8719,16/01/2024,6246,2008.17
