shipment_id,order_id,shipment_date,carrier,tracking_number,delivery_date,shipment_status
4457,4457,23/08/2024,DHL,TRK445163,24/08/2024,Pending
4458,4458,04/05/2024,FedEx,TRK499430,07/05/2024,Pending
4459,4459,06/11/2024,UPS,TRK704132,13/11/2024,Delivered
4460,4460,28/07/2024,DHL,TRK874811,02/08/2024,Delivered
4461,4461,09/10/2024,FedEx,TRK466643,16/10/2024,Delivered
4462,4462,22/04/2024,UPS,TRK939838,27/04/2024,Delivered
4463,4463,04/01/2024,DHL,TRK108078,09/01/2024,Shipped
4464,4464,25/06/2024,FedEx,TRK039556,27/06/2024,Pending
4465,4465,23/09/2024,UPS,TRK938663,01/10/2024,Delivered
4466,4466,08/02/2024,DHL,TRK643124,12/02/2024,Pending
4467,4467,01/11/2024,FedEx,TRK309616,07/11/2024,Delivered
4468,4468,22/12/2023,UPS,TRK880544,26/12/2023,Shipped
4469,4469,15/01/2024,DHL,TRK039002,19/01/2024,Pending
4470,4470,04/12/2023,FedEx,TRK547199,12/12/2023,Shipped
4471,4471,06/03/2024,UPS,TRK870291,09/03/2024,Delivered
4472,4472,14/02/2024,DHL,TRK270402,16/02/2024,Pending
4473,4473,05/08/2024,FedEx,TRK833478,07/08/2024,Delivered
4474,4474,24/11/2023,UPS,TRK108513,01/12/2023,Shipped
4475,4475,05/10/2024,DHL,TRK401334,12/10/2024,Pending
4476,4476,29/11/2023,FedEx,TRK870242,01/12/2023,Cancelled
4477,4477,16/04/2024,UPS,TRK941398,20/04/2024,Pending
4478,4478,27/02/2024,DHL,TRK899556,02/03/2024,Pending
4479,4479,03/07/2024,FedEx,TRK295417,05/07/2024,Shipped
4480,4480,09/10/2024,UPS,TRK335371,13/10/2024,Delivered
4481,4481,27/01/2024,DHL,TRK500746,02/02/2024,Shipped
4482,4482,25/06/2024,FedEx,TRK572165,29/06/2024,Delivered
4483,4483,03/01/2024,UPS,TRK493622,07/01/2024,Delivered
4484,4484,03/09/2024,DHL,TRK811585,10/09/2024,Delivered
4485,4485,22/05/2024,FedEx,TRK570457,28/05/2024,Shipped
4486,4486,11/12/2023,UPS,TRK004910,16/12/2023,Delivered
4487,4487,29/09/2024,DHL,TRK867285,01/10/2024,Pending
4488,4488,04/02/2024,FedEx,TRK166867,09/02/2024,Shipped
4489,4489,16/03/2024,UPS,TRK238311,21/03/2024,Shipped
4490,4490,29/06/2024,DHL,TRK391282,01/07/2024,Shipped
4491,4491,12/11/2023,FedEx,TRK261920,16/11/2023,Pending
4492,4492,07/09/2024,UPS,TRK527621,12/09/2024,Pending
4493,4493,29/02/2024,DHL,TRK224637,01/03/2024,Delivered
4494,4494,03/08/2024,FedEx,TRK233098,08/08/2024,Delivered
4495,4495,25/09/2024,UPS,TRK714953,29/09/2024,Shipped
4496,4496,10/01/2024,DHL,TRK482998,14/01/2024,Delivered
4497,4497,08/03/2024,FedEx,TRK154379,10/03/2024,Pending
4498,4498,19/10/2024,UPS,TRK871371,25/10/2024,Delivered
4499,4499,10/11/2023,DHL,TRK393469,15/11/2023,Shipped
4500,4500,26/10/2024,FedEx,TRK053184,01/11/2024,Delivered
4501,4501,09/12/2023,UPS,TRK533461,11/12/2023,Shipped
4502,4502,23/08/2024,DHL,TRK729573,28/08/2024,Shipped
4503,4503,17/10/2024,FedEx,TRK724047,23/10/2024,Delivered
4504,4504,03/03/2024,UPS,TRK018265,05/03/2024,Delivered
4505,4505,25/11/2023,DHL,TRK189328,27/11/2023,Pending
4506,4506,13/06/2024,FedEx,TRK115142,20/06/2024,Shipped
4507,4507,09/02/2024,UPS,TRK813108,14/02/2024,Delivered
4508,4508,23/03/2024,DHL,TRK276544,26/03/2024,Delivered
4509,4509,09/09/2024,FedEx,TRK487658,10/09/2024,Pending
4510,4510,29/12/2023,UPS,TRK986569,04/01/2024,Cancelled
4511,4511,07/11/2024,DHL,TRK944772,12/11/2024,Delivered
4512,4512,21/03/2024,FedEx,TRK084356,24/03/2024,Delivered
4513,4513,23/10/2024,UPS,TRK820548,30/10/2024,Delivered
4514,4514,03/09/2024,DHL,TRK856666,07/09/2024,Delivered
4515,4515,26/05/2024,FedEx,TRK064045,28/05/2024,Delivered
4516,4516,15/01/2024,UPS,TRK505516,19/01/2024,Shipped
4517,4517,19/04/2024,DHL,TRK583724,26/04/2024,Delivered
4518,4518,01/03/2024,FedEx,TRK814723,09/03/2024,Shipped
4519,4519,30/11/2023,UPS,TRK948236,06/12/2023,Delivered
4520,4520,20/11/2023,DHL,TRK915349,21/11/2023,Cancelled
4521,4521,30/11/2023,FedEx,TRK417260,07/12/2023,Pending
4522,4522,31/01/2024,UPS,TRK694946,07/02/2024,Shipped
4523,4523,04/07/2024,DHL,TRK305237,09/07/2024,Shipped
4524,4524,28/04/2024,FedEx,TRK787305,02/05/2024,Shipped
4525,4525,25/11/2023,UPS,TRK082694,29/11/2023,Delivered
4526,4526,10/04/2024,DHL,TRK929677,15/04/2024,Delivered
4527,4527,28/09/2024,FedEx,TRK082362,05/10/2024,Delivered
4528,4528,03/04/2024,UPS,TRK189032,06/04/2024,Delivered
4529,4529,14/07/2024,DHL,TRK795455,17/07/2024,Shipped
4530,4530,02/08/2024,FedEx,TRK316886,08/08/2024,Shipped
4531,4531,12/07/2024,UPS,TRK469647,13/07/2024,Shipped
4532,4532,13/06/2024,DHL,TRK032406,21/06/2024,Delivered
4533,4533,11/12/2023,FedEx,TRK690334,17/12/2023,Shipped
4534,4534,19/07/2024,UPS,TRK935479,23/07/2024,Pending
4535,4535,15/01/2024,DHL,TRK248571,18/01/2024,Delivered
4536,4536,31/07/2024,FedEx,TRK612761,02/08/2024,Cancelled
4537,4537,12/03/2024,UPS,TRK638778,13/03/2024,Delivered
4538,4538,08/02/2024,DHL,TRK129934,14/02/2024,Cancelled
4539,4539,07/03/2024,FedEx,TRK526323,09/03/2024,Shipped
4540,4540,18/03/2024,UPS,TRK046565,25/03/2024,Pending
4541,4541,16/08/2024,DHL,TRK431502,17/08/2024,Delivered
4542,4542,12/10/2024,FedEx,TRK240469,15/10/2024,Pending
4543,4543,07/01/2024,UPS,TRK631106,14/01/2024,Delivered
4544,4544,07/10/2024,DHL,TRK509536,13/10/2024,Shipped
4545,4545,12/09/2024,FedEx,TRK551034,17/09/2024,Pending
4546,4546,06/03/2024,UPS,TRK998094,07/03/2024,Cancelled
4547,4547,11/09/2024,DHL,TRK741775,14/09/2024,Delivered
4548,4548,31/10/2024,FedEx,TRK052995,05/11/2024,Pending
4549,4549,24/05/2024,UPS,TRK997761,31/05/2024,Shipped
4550,4550,21/10/2024,DHL,TRK887967,28/10/2024,Delivered
4551,4551,11/01/2024,FedEx,TRK237690,19/01/2024,Delivered
4552,4552,01/11/2024,UPS,TRK773044,04/11/2024,Shipped
4553,4553,10/07/2024,DHL,TRK743743,17/07/2024,Shipped
4554,4554,24/03/2024,FedEx,TRK383127,27/03/2024,Delivered
4555,4555,21/08/2024,UPS,TRK984266,22/08/2024,Pending
4556,4556,30/04/2024,DHL,TRK743702,04/05/2024,Shipped
4557,4557,24/12/2023,FedEx,TRK385660,30/12/2023,Pending
4558,4558,27/07/2024,UPS,TRK674609,28/07/2024,Delivered
4559,4559,30/05/2024,DHL,TRK835299,06/06/2024,Delivered
4560,4560,29/07/2024,FedEx,TRK143026,03/08/2024,Shipped
4561,4561,02/01/2024,UPS,TRK215326,06/01/2024,Delivered
4562,4562,17/10/2024,DHL,TRK026945,18/10/2024,Shipped
4563,4563,04/11/2024,FedEx,TRK662296,07/11/2024,Delivered
4564,4564,03/03/2024,UPS,TRK306004,08/03/2024,Cancelled
4565,4565,28/09/2024,DHL,TRK087907,03/10/2024,Shipped
4566,4566,15/05/2024,FedEx,TRK203698,17/05/2024,Shipped
4567,4567,01/02/2024,UPS,TRK086886,06/02/2024,Shipped
4568,4568,15/10/2024,DHL,TRK612039,21/10/2024,Pending
4569,4569,14/09/2024,FedEx,TRK186685,16/09/2024,Delivered
4570,4570,16/02/2024,UPS,TRK146336,21/02/2024,Shipped
4571,4571,15/03/2024,DHL,TRK066680,17/03/2024,Shipped
4572,4572,13/09/2024,FedEx,TRK215805,17/09/2024,Shipped
4573,4573,22/02/2024,UPS,TRK284177,24/02/2024,Pending
4574,4574,13/10/2024,DHL,TRK025944,14/10/2024,Shipped
4575,4575,12/11/2023,FedEx,TRK714233,18/11/2023,Shipped
4576,4576,17/08/2024,UPS,TRK412361,19/08/2024,Delivered
4577,4577,17/10/2024,DHL,TRK389388,23/10/2024,Shipped
4578,4578,16/12/2023,FedEx,TRK560584,17/12/2023,Shipped
4579,4579,03/11/2024,UPS,TRK201275,08/11/2024,Shipped
4580,4580,17/12/2023,DHL,TRK646874,24/12/2023,Shipped
4581,4581,20/05/2024,FedEx,TRK156884,23/05/2024,Delivered
4582,4582,31/07/2024,UPS,TRK124351,02/08/2024,Delivered
4583,4583,11/01/2024,DHL,TRK932352,15/01/2024,Pending
4584,4584,20/05/2024,FedEx,TRK061143,27/05/2024,Pending
4585,4585,26/11/2023,UPS,TRK421155,02/12/2023,Shipped
4586,4586,26/08/2024,DHL,TRK289260,03/09/2024,Pending
4587,4587,04/07/2024,FedEx,TRK567403,06/07/2024,Shipped
4588,4588,08/09/2024,UPS,TRK491661,13/09/2024,Shipped
4589,4589,02/09/2024,DHL,TRK376908,08/09/2024,Shipped
4590,4590,23/05/2024,FedEx,TRK961983,31/05/2024,Shipped
4591,4591,20/08/2024,UPS,TRK310271,22/08/2024,Shipped
4592,4592,09/10/2024,DHL,TRK302416,12/10/2024,Delivered
4593,4593,18/05/2024,FedEx,TRK277033,23/05/2024,Delivered
4594,4594,01/09/2024,UPS,TRK460763,07/09/2024,Delivered
4595,4595,04/01/2024,DHL,TRK009598,11/01/2024,Shipped
4596,4596,15/06/2024,FedEx,TRK293158,19/06/2024,Delivered
4597,4597,12/12/2023,UPS,TRK245675,18/12/2023,Shipped
4598,4598,02/02/2024,DHL,TRK036460,05/02/2024,Delivered
4599,4599,12/07/2024,FedEx,TRK227487,14/07/2024,Shipped
4600,4600,02/01/2024,UPS,TRK857969,08/01/2024,Delivered
4601,4601,17/09/2024,DHL,TRK065556,22/09/2024,Delivered
4602,4602,31/10/2024,FedEx,TRK055664,01/11/2024,Cancelled
4603,4603,03/01/2024,UPS,TRK729852,04/01/2024,Pending
4604,4604,03/07/2024,DHL,TRK511290,06/07/2024,Pending
4605,4605,28/08/2024,FedEx,TRK510745,03/09/2024,Shipped
4606,4606,24/02/2024,UPS,TRK514496,02/03/2024,Shipped
4607,4607,10/12/2023,DHL,TRK676551,15/12/2023,Delivered
4608,4608,29/06/2024,FedEx,TRK680027,07/07/2024,Delivered
4609,4609,20/03/2024,UPS,TRK507499,24/03/2024,Cancelled
4610,4610,17/08/2024,DHL,TRK557940,22/08/2024,Delivered
4611,4611,11/05/2024,FedEx,TRK142274,17/05/2024,Cancelled
4612,4612,24/09/2024,UPS,TRK676385,25/09/2024,Delivered
4613,4613,28/09/2024,DHL,TRK944676,30/09/2024,Pending
4614,4614,05/06/2024,FedEx,TRK221563,11/06/2024,Shipped
4615,4615,08/02/2024,UPS,TRK239148,11/02/2024,Shipped
4616,4616,23/07/2024,DHL,TRK553081,29/07/2024,Delivered
4617,4617,09/08/2024,FedEx,TRK532907,14/08/2024,Pending
4618,4618,18/05/2024,UPS,TRK948970,24/05/2024,Delivered
4619,4619,04/06/2024,DHL,TRK086441,07/06/2024,Pending
4620,4620,03/04/2024,FedEx,TRK059786,05/04/2024,Delivered
4621,4621,21/12/2023,UPS,TRK584124,26/12/2023,Delivered
4622,4622,11/05/2024,DHL,TRK928447,18/05/2024,Shipped
4623,4623,14/09/2024,FedEx,TRK937194,20/09/2024,Shipped
4624,4624,09/01/2024,UPS,TRK482683,14/01/2024,Shipped
4625,4625,17/06/2024,DHL,TRK285142,20/06/2024,Shipped
4626,4626,30/08/2024,FedEx,TRK472844,04/09/2024,Pending
4627,4627,10/12/2023,UPS,TRK620684,15/12/2023,Pending
4628,4628,26/10/2024,DHL,TRK372727,28/10/2024,Pending
4629,4629,30/07/2024,FedEx,TRK380016,31/07/2024,Pending
4630,4630,17/10/2024,UPS,TRK517275,25/10/2024,Cancelled
4631,4631,03/09/2024,DHL,TRK811921,04/09/2024,Shipped
4632,4632,09/11/2023,FedEx,TRK934098,14/11/2023,Shipped
4633,4633,23/09/2024,UPS,TRK474919,29/09/2024,Delivered
4634,4634,25/03/2024,DHL,TRK434408,30/03/2024,Delivered
4635,4635,28/09/2024,FedEx,TRK959345,05/10/2024,Pending
4636,4636,29/07/2024,UPS,TRK659895,31/07/2024,Shipped
4637,4637,15/02/2024,DHL,TRK574016,23/02/2024,Shipped
4638,4638,02/03/2024,FedEx,TRK265476,05/03/2024,Shipped
4639,4639,09/02/2024,UPS,TRK793322,12/02/2024,Shipped
4640,4640,18/05/2024,DHL,TRK715295,20/05/2024,Shipped
4641,4641,17/07/2024,FedEx,TRK170274,23/07/2024,Shipped
4642,4642,14/01/2024,UPS,TRK163452,17/01/2024,Cancelled
4643,4643,23/02/2024,DHL,TRK142432,01/03/2024,Shipped
4644,4644,11/06/2024,FedEx,TRK129314,19/06/2024,Shipped
4645,4645,18/01/2024,UPS,TRK598192,21/01/2024,Cancelled
4646,4646,02/09/2024,DHL,TRK877188,03/09/2024,Pending
4647,4647,21/05/2024,FedEx,TRK848343,23/05/2024,Pending
4648,4648,05/05/2024,UPS,TRK266840,09/05/2024,Shipped
4649,4649,29/12/2023,DHL,TRK088876,05/01/2024,Delivered
4650,4650,01/12/2023,FedEx,TRK669866,06/12/2023,Pending
4651,4651,07/06/2024,UPS,TRK881158,13/06/2024,Cancelled
4652,4652,22/01/2024,DHL,TRK427729,29/01/2024,Shipped
4653,4653,25/03/2024,FedEx,TRK307050,28/03/2024,Delivered
4654,4654,30/05/2024,UPS,TRK993749,03/06/2024,Shipped
4655,4655,05/09/2024,DHL,TRK723611,09/09/2024,Delivered
4656,4656,24/08/2024,FedEx,TRK434047,01/09/2024,Shipped
4657,4657,27/07/2024,UPS,TRK152200,02/08/2024,Pending
4658,4658,01/09/2024,DHL,TRK037896,03/09/2024,Cancelled
4659,4659,18/06/2024,FedEx,TRK125187,21/06/2024,Pending
4660,4660,30/10/2024,UPS,TRK511270,31/10/2024,Cancelled
4661,4661,31/03/2024,DHL,TRK947567,07/04/2024,Delivered
4662,4662,29/03/2024,FedEx,TRK898632,04/04/2024,Pending
4663,4663,28/05/2024,UPS,TRK994985,05/06/2024,Delivered
4664,4664,26/03/2024,DHL,TRK617451,01/04/2024,Delivered
4665,4665,31/08/2024,FedEx,TRK545110,05/09/2024,Shipped
4666,4666,23/09/2024,UPS,TRK828044,24/09/2024,Delivered
4667,4667,28/08/2024,DHL,TRK126770,31/08/2024,Pending
4668,4668,18/06/2024,FedEx,TRK115532,23/06/2024,Shipped
4669,4669,17/03/2024,UPS,TRK625427,24/03/2024,Pending
4670,4670,22/03/2024,DHL,TRK758132,27/03/2024,Delivered
4671,4671,29/05/2024,FedEx,TRK747842,03/06/2024,Pending
4672,4672,12/11/2023,UPS,TRK450091,16/11/2023,Delivered
4673,4673,30/09/2024,DHL,TRK122273,05/10/2024,Shipped
4674,4674,03/08/2024,FedEx,TRK045457,05/08/2024,Shipped
4675,4675,16/10/2024,UPS,TRK995696,19/10/2024,Cancelled
4676,4676,18/12/2023,DHL,TRK093635,23/12/2023,Pending
4677,4677,15/06/2024,FedEx,TRK776110,16/06/2024,Shipped
4678,4678,19/12/2023,UPS,TRK156994,26/12/2023,Delivered
4679,4679,07/03/2024,DHL,TRK870839,09/03/2024,Pending
4680,4680,23/08/2024,FedEx,TRK672651,27/08/2024,Shipped
4681,4681,22/04/2024,UPS,TRK335941,29/04/2024,Pending
4682,4682,13/10/2024,DHL,TRK907090,20/10/2024,Shipped
4683,4683,12/10/2024,FedEx,TRK441744,19/10/2024,Pending
4684,4684,08/08/2024,UPS,TRK828056,14/08/2024,Pending
4685,4685,13/07/2024,DHL,TRK376563,15/07/2024,Pending
4686,4686,03/07/2024,FedEx,TRK921720,11/07/2024,Shipped
4687,4687,23/11/2023,UPS,TRK783130,28/11/2023,Delivered
4688,4688,16/05/2024,DHL,TRK452471,19/05/2024,Pending
4689,4689,31/05/2024,FedEx,TRK146412,03/06/2024,Pending
4690,4690,09/10/2024,UPS,TRK413811,10/10/2024,Shipped
4691,4691,02/11/2024,DHL,TRK300277,10/11/2024,Pending
4692,4692,12/10/2024,FedEx,TRK763898,18/10/2024,Delivered
4693,4693,03/02/2024,UPS,TRK429345,06/02/2024,Delivered
4694,4694,01/07/2024,DHL,TRK267181,08/07/2024,Shipped
4695,4695,14/12/2023,FedEx,TRK195622,21/12/2023,Pending
4696,4696,29/06/2024,UPS,TRK769320,06/07/2024,Shipped
4697,4697,01/09/2024,DHL,TRK262319,03/09/2024,Cancelled
4698,4698,03/09/2024,FedEx,TRK575769,08/09/2024,Shipped
4699,4699,06/12/2023,UPS,TRK578813,12/12/2023,Shipped
4700,4700,19/05/2024,DHL,TRK701348,21/05/2024,Shipped
4701,4701,03/01/2024,FedEx,TRK132408,09/01/2024,Delivered
4702,4702,27/10/2024,UPS,TRK014178,31/10/2024,Delivered
4703,4703,05/09/2024,DHL,TRK538167,07/09/2024,Shipped
4704,4704,09/05/2024,FedEx,TRK646629,15/05/2024,Delivered
4705,4705,12/11/2023,UPS,TRK588484,16/11/2023,Delivered
4706,4706,12/12/2023,DHL,TRK111344,15/12/2023,Shipped
4707,4707,02/10/2024,FedEx,TRK314405,07/10/2024,Delivered
4708,4708,14/08/2024,UPS,TRK823686,20/08/2024,Cancelled
4709,4709,02/07/2024,DHL,TRK906613,07/07/2024,Delivered
4710,4710,09/07/2024,FedEx,TRK595038,15/07/2024,Cancelled
4711,4711,06/04/2024,UPS,TRK497471,12/04/2024,Shipped
4712,4712,01/04/2024,DHL,TRK113900,06/04/2024,Shipped
4713,4713,30/04/2024,FedEx,TRK592143,02/05/2024,Shipped
4714,4714,24/12/2023,UPS,TRK911984,29/12/2023,Pending
4715,4715,13/07/2024,DHL,TRK402075,16/07/2024,Pending
4716,4716,18/12/2023,FedEx,TRK669267,19/12/2023,Delivered
4717,4717,30/12/2023,UPS,TRK147294,31/12/2023,Delivered
4718,4718,07/01/2024,DHL,TRK768272,13/01/2024,Shipped
4719,4719,20/03/2024,FedEx,TRK930496,22/03/2024,Delivered
4720,4720,04/09/2024,UPS,TRK252577,10/09/2024,Pending
4721,4721,05/03/2024,DHL,TRK286040,12/03/2024,Shipped
4722,4722,06/08/2024,FedEx,TRK043023,07/08/2024,Shipped
4723,4723,11/04/2024,UPS,TRK074559,16/04/2024,Shipped
4724,4724,23/12/2023,DHL,TRK982429,29/12/2023,Shipped
4725,4725,22/10/2024,FedEx,TRK155536,28/10/2024,Shipped
4726,4726,08/02/2024,UPS,TRK212207,13/02/2024,Delivered
4727,4727,26/07/2024,DHL,TRK765247,01/08/2024,Shipped
4728,4728,17/03/2024,FedEx,TRK312508,24/03/2024,Shipped
4729,4729,14/06/2024,UPS,TRK446264,16/06/2024,Pending
4730,4730,02/01/2024,DHL,TRK882261,05/01/2024,Delivered
4731,4731,31/08/2024,FedEx,TRK230880,02/09/2024,Shipped
4732,4732,02/08/2024,UPS,TRK808152,08/08/2024,Delivered
4733,4733,17/01/2024,DHL,TRK769784,24/01/2024,Pending
4734,4734,19/03/2024,FedEx,TRK477148,22/03/2024,Shipped
4735,4735,18/08/2024,UPS,TRK047312,25/08/2024,Delivered
4736,4736,16/03/2024,DHL,TRK016753,18/03/2024,Shipped
4737,4737,30/09/2024,FedEx,TRK533025,06/10/2024,Delivered
4738,4738,17/06/2024,UPS,TRK489442,24/06/2024,Shipped
4739,4739,22/07/2024,DHL,TRK838867,27/07/2024,Shipped
4740,4740,20/03/2024,FedEx,TRK650209,22/03/2024,Delivered
4741,4741,15/12/2023,UPS,TRK817722,21/12/2023,Pending
4742,4742,05/06/2024,DHL,TRK964784,08/06/2024,Pending
4743,4743,09/08/2024,FedEx,TRK592525,11/08/2024,Delivered
4744,4744,10/08/2024,UPS,TRK358136,17/08/2024,Delivered
4745,4745,24/02/2024,DHL,TRK375227,27/02/2024,Shipped
4746,4746,20/11/2023,FedEx,TRK187059,27/11/2023,Delivered
4747,4747,27/07/2024,UPS,TRK907079,02/08/2024,Delivered
4748,4748,10/07/2024,DHL,TRK666524,15/07/2024,Delivered
4749,4749,03/11/2024,FedEx,TRK147776,08/11/2024,Delivered
4750,4750,05/11/2024,UPS,TRK683104,10/11/2024,Pending
4751,4751,16/03/2024,DHL,TRK670858,18/03/2024,Shipped
4752,4752,07/03/2024,FedEx,TRK203233,09/03/2024,Shipped
4753,4753,01/09/2024,UPS,TRK390062,06/09/2024,Delivered
4754,4754,21/01/2024,DHL,TRK860047,26/01/2024,Shipped
4755,4755,13/05/2024,FedEx,TRK030706,14/05/2024,Delivered
4756,4756,24/06/2024,UPS,TRK092900,25/06/2024,Shipped
4757,4757,30/11/2023,DHL,TRK677483,06/12/2023,Shipped
4758,4758,24/07/2024,FedEx,TRK401237,30/07/2024,Shipped
4759,4759,17/06/2024,UPS,TRK790344,20/06/2024,Shipped
4760,4760,03/10/2024,DHL,TRK634260,06/10/2024,Shipped
4761,4761,30/09/2024,FedEx,TRK909902,06/10/2024,Delivered
4762,4762,29/05/2024,UPS,TRK277540,02/06/2024,Shipped
4763,4763,27/07/2024,DHL,TRK897955,03/08/2024,Shipped
4764,4764,24/12/2023,FedEx,TRK412242,28/12/2023,Delivered
4765,4765,18/08/2024,UPS,TRK582727,25/08/2024,Delivered
4766,4766,16/10/2024,DHL,TRK629786,21/10/2024,Delivered
4767,4767,26/12/2023,FedEx,TRK786304,02/01/2024,Pending
4768,4768,15/08/2024,UPS,TRK622114,21/08/2024,Shipped
4769,4769,09/06/2024,DHL,TRK491344,17/06/2024,Delivered
4770,4770,12/09/2024,FedEx,TRK236540,19/09/2024,Delivered
4771,4771,10/04/2024,UPS,TRK941410,12/04/2024,Pending
4772,4772,14/11/2023,DHL,TRK837180,17/11/2023,Shipped
4773,4773,05/09/2024,FedEx,TRK969771,11/09/2024,Shipped
4774,4774,17/01/2024,UPS,TRK025694,18/01/2024,Delivered
4775,4775,17/07/2024,DHL,TRK045401,20/07/2024,Pending
4776,4776,16/09/2024,FedEx,TRK663634,23/09/2024,Pending
4777,4777,02/02/2024,UPS,TRK373135,06/02/2024,Delivered
4778,4778,29/03/2024,DHL,TRK079479,05/04/2024,Delivered
4779,4779,30/09/2024,FedEx,TRK391092,07/10/2024,Pending
4780,4780,17/04/2024,UPS,TRK982299,20/04/2024,Delivered
4781,4781,13/11/2023,DHL,TRK719170,18/11/2023,Delivered
4782,4782,26/11/2023,FedEx,TRK750153,28/11/2023,Cancelled
4783,4783,05/04/2024,UPS,TRK929308,08/04/2024,Cancelled
4784,4784,16/05/2024,DHL,TRK034653,22/05/2024,Delivered
4785,4785,30/03/2024,FedEx,TRK903324,02/04/2024,Delivered
4786,4786,19/12/2023,UPS,TRK044243,24/12/2023,Delivered
4787,4787,17/10/2024,DHL,TRK979593,20/10/2024,Shipped
4788,4788,25/06/2024,FedEx,TRK791113,26/06/2024,Shipped
4789,4789,14/01/2024,UPS,TRK669447,20/01/2024,Delivered
4790,4790,25/12/2023,DHL,TRK573463,29/12/2023,Shipped
4791,4791,22/07/2024,FedEx,TRK886830,28/07/2024,Pending
4792,4792,26/02/2024,UPS,TRK518045,04/03/2024,Delivered
4793,4793,01/09/2024,DHL,TRK163348,02/09/2024,Pending
4794,4794,12/04/2024,FedEx,TRK297222,16/04/2024,Shipped
4795,4795,21/11/2023,UPS,TRK032107,26/11/2023,Delivered
4796,4796,15/04/2024,DHL,TRK200433,20/04/2024,Shipped
4797,4797,06/10/2024,FedEx,TRK646756,08/10/2024,Pending
4798,4798,03/10/2024,UPS,TRK360032,04/10/2024,Pending
4799,4799,28/02/2024,DHL,TRK002305,02/03/2024,Pending
4800,4800,04/01/2024,FedEx,TRK974796,09/01/2024,Shipped
4801,4801,30/03/2024,UPS,TRK610641,02/04/2024,Delivered
4802,4802,12/10/2024,DHL,TRK910641,14/10/2024,Shipped
4803,4803,31/12/2023,FedEx,TRK006938,04/01/2024,Delivered
4804,4804,22/07/2024,UPS,TRK706257,24/07/2024,Delivered
4805,4805,20/09/2024,DHL,TRK753911,27/09/2024,Pending
4806,4806,18/06/2024,FedEx,TRK712132,22/06/2024,Delivered
4807,4807,11/10/2024,UPS,TRK305705,16/10/2024,Delivered
4808,4808,24/02/2024,DHL,TRK250519,28/02/2024,Delivered
4809,4809,02/02/2024,FedEx,TRK446330,05/02/2024,Pending
4810,4810,21/03/2024,UPS,TRK208153,23/03/2024,Shipped
4811,4811,02/03/2024,DHL,TRK114075,04/03/2024,Cancelled
4812,4812,30/09/2024,FedEx,TRK680260,06/10/2024,Delivered
4813,4813,16/09/2024,UPS,TRK441586,24/09/2024,Shipped
4814,4814,02/06/2024,DHL,TRK714942,08/06/2024,Pending
4815,4815,23/03/2024,FedEx,TRK643147,30/03/2024,Shipped
4816,4816,09/08/2024,UPS,TRK738501,14/08/2024,Shipped
4817,4817,14/03/2024,DHL,TRK997121,16/03/2024,Cancelled
4818,4818,15/11/2023,FedEx,TRK556861,18/11/2023,Pending
4819,4819,08/10/2024,UPS,TRK075212,09/10/2024,Shipped
4820,4820,06/10/2024,DHL,TRK119165,11/10/2024,Delivered
4821,4821,01/10/2024,FedEx,TRK194172,09/10/2024,Shipped
4822,4822,14/10/2024,UPS,TRK672364,18/10/2024,Shipped
4823,4823,02/02/2024,DHL,TRK961622,09/02/2024,Pending
4824,4824,30/03/2024,FedEx,TRK426149,31/03/2024,Delivered
4825,4825,24/08/2024,UPS,TRK338708,31/08/2024,Cancelled
4826,4826,24/01/2024,DHL,TRK378969,28/01/2024,Pending
4827,4827,19/12/2023,FedEx,TRK895675,20/12/2023,Delivered
4828,4828,25/11/2023,UPS,TRK837845,02/12/2023,Pending
4829,4829,07/01/2024,DHL,TRK311345,09/01/2024,Delivered
4830,4830,19/05/2024,FedEx,TRK031914,25/05/2024,Delivered
4831,4831,27/06/2024,UPS,TRK691997,29/06/2024,Delivered
4832,4832,27/05/2024,DHL,TRK096723,29/05/2024,Pending
4833,4833,14/01/2024,FedEx,TRK575100,17/01/2024,Delivered
4834,4834,12/03/2024,UPS,TRK207972,19/03/2024,Delivered
4835,4835,06/09/2024,DHL,TRK074181,07/09/2024,Pending
4836,4836,24/11/2023,FedEx,TRK393655,27/11/2023,Delivered
4837,4837,29/07/2024,UPS,TRK968317,31/07/2024,Delivered
4838,4838,06/05/2024,DHL,TRK833369,10/05/2024,Shipped
4839,4839,21/12/2023,FedEx,TRK796213,26/12/2023,Delivered
4840,4840,24/06/2024,UPS,TRK876536,28/06/2024,Shipped
4841,4841,08/03/2024,DHL,TRK431436,15/03/2024,Pending
4842,4842,16/06/2024,FedEx,TRK789391,21/06/2024,Shipped
4843,4843,08/09/2024,UPS,TRK284493,14/09/2024,Pending
4844,4844,24/07/2024,DHL,TRK269075,31/07/2024,Pending
4845,4845,06/04/2024,FedEx,TRK284184,10/04/2024,Pending
4846,4846,29/04/2024,UPS,TRK141154,06/05/2024,Cancelled
4847,4847,10/08/2024,DHL,TRK812254,16/08/2024,Cancelled
4848,4848,29/11/2023,FedEx,TRK105260,02/12/2023,Cancelled
4849,4849,24/09/2024,UPS,TRK153736,30/09/2024,Cancelled
4850,4850,18/04/2024,DHL,TRK901689,19/04/2024,Pending
4851,4851,09/07/2024,FedEx,TRK846769,12/07/2024,Delivered
4852,4852,11/07/2024,UPS,TRK634437,15/07/2024,Shipped
